age,gender,salary,status,spending
47,Male,43279,Single,613.95
69,Male,42307,Single,855.56
57,Female,111631,Married,1153.84
60,Male,82329,Single,830.19
34,Female,108084,Married,988.39
22,Male,36440,Single,535.99
42,Female,51245,Single,973.98
53,Female,82815,Married,865.7
60,Male,23849,Married,472.69
49,Male,38686,Married,830.5
59,Male,71158,Married,789.9
62,Female,20955,Single,594.08
21,Male,52639,Married,702.58
27,Female,72895,Single,836.31
51,Male,56118,Single,680.69
40,Female,65790,Single,776.87
54,Female,61669,Single,727.64
18,Male,42744,Single,569.56
58,Female,89142,Married,975.68
62,Male,17704,Married,663.32
28,Female,78139,Single,668.12
29,Female,42850,Married,574.45
69,Male,113838,Single,709.98
22,Female,43195,Single,594.39
53,Female,94938,Single,848.47
24,Male,19975,Married,374.05
40,Female,43124,Single,553.32
47,Male,83954,Single,809.82
62,Male,94229,Married,767.46
35,Female,111594,Married,849.78
52,Male,111724,Married,969.49
56,Male,118301,Single,916.49
67,Female,80520,Single,895.31
42,Female,50562,Married,814.79
41,Male,91202,Single,614.69
54,Female,37556,Married,740.54
46,Female,96597,Married,896.26
29,Male,32312,Married,683.69
61,Male,56813,Single,720.86
49,Male,43154,Single,622.68
67,Female,38689,Single,577.53
66,Male,26840,Married,621.09
64,Female,38283,Married,896.49
67,Female,79211,Married,1002.87
35,Male,54597,Single,504.48
53,Male,58869,Single,749.91
32,Male,89185,Married,858.32
48,Female,55927,Single,893.14
30,Female,91831,Single,682.54
69,Male,33963,Married,754.22
43,Female,58659,Married,699.57
41,Male,37544,Single,466.21
22,Male,65428,Married,697.18
70,Female,103503,Single,1172.14
21,Male,70988,Single,561.01
51,Female,92013,Single,992.42
29,Male,43699,Single,419.49
45,Female,28750,Single,634.11
41,Female,41157,Single,796.54
36,Female,88245,Single,762.88
34,Female,48482,Single,840.32
42,Male,48912,Married,547.31
40,Female,62110,Single,706.13
33,Female,29161,Married,631.52
38,Male,29526,Single,553.43
31,Male,39106,Married,626.2
23,Male,111798,Single,965.03
54,Male,101154,Single,1002.49
42,Female,96202,Single,810.94
22,Female,50573,Single,563.31
24,Female,19411,Married,580.03
69,Male,97982,Married,1042.78
46,Female,105495,Single,930.62
41,Female,28862,Married,653.89
62,Female,61109,Married,850.92
62,Male,60619,Married,901.28
68,Female,29084,Single,753.97
37,Female,62290,Married,731.62
59,Male,86619,Single,833.03
28,Male,118954,Married,846.81
38,Male,68009,Single,709.29
33,Male,94192,Married,797.14
34,Male,35324,Married,559.14
54,Male,51196,Single,541.21
47,Male,98545,Single,875.8
56,Female,114512,Married,1272.86
43,Male,50634,Single,780.73
34,Female,95292,Single,856.09
28,Female,114038,Married,1090.99
41,Male,101227,Single,774.29
62,Male,68173,Married,823.91
39,Female,73784,Single,951.06
61,Female,82356,Single,901.82
39,Male,61199,Single,834.59
46,Female,83809,Single,835.48
56,Male,70438,Married,770.22
57,Male,86219,Married,677.24
67,Male,105446,Single,713.32
67,Female,59270,Single,902.19
30,Female,115377,Single,804.57
54,Female,68907,Married,910.23
34,Female,21856,Married,721.43
67,Male,84327,Married,998.97
37,Female,23313,Single,576.27
48,Female,100753,Married,1148.43
52,Male,47596,Married,890.98
63,Male,34903,Married,763.06
37,Male,75668,Single,522.45
39,Male,116309,Single,917.16
37,Male,27064,Single,620.57
40,Female,104885,Married,979.75
56,Male,113317,Married,1138.29
45,Male,33594,Married,494.57
66,Female,86049,Married,848.04
51,Male,17960,Married,711.31
36,Male,91571,Single,865.68
33,Male,112809,Married,966.15
37,Female,50275,Married,433.14
70,Female,101101,Married,1147.45
22,Female,24112,Married,531.38
51,Female,115773,Single,866.01
49,Male,68388,Married,714.34
19,Female,40168,Single,508.01
50,Female,79663,Married,699.11
53,Female,77025,Single,773.21
50,Female,116427,Married,1001.26
48,Female,70402,Single,772.38
39,Female,118922,Married,980.73
34,Male,59402,Married,673.91
47,Female,44930,Single,896.95
31,Female,60939,Single,593.96
27,Male,65553,Single,478.97
63,Female,103987,Single,997.33
28,Male,54403,Single,631.71
30,Female,91112,Single,621.22
22,Male,94013,Single,616.0
61,Female,56026,Married,926.57
69,Female,52819,Married,736.4
69,Female,49595,Single,877.52
28,Male,87653,Married,817.12
70,Female,99138,Married,932.62
31,Male,51520,Single,564.82
53,Female,66402,Single,698.8
57,Male,64283,Single,743.79
54,Male,44739,Married,907.88
53,Female,69172,Married,936.28
37,Male,85385,Single,700.68
58,Male,108582,Married,949.2
35,Male,64083,Single,423.05
19,Female,74389,Married,742.3
54,Male,65220,Married,881.13
